data,tempo resposta
"2018-04-11T03:03:45.055Z",6
"2018-04-11T03:03:45.061Z",4
"2018-04-11T03:03:45.065Z",4
"2018-04-11T03:03:45.069Z",2
"2018-04-11T03:03:45.071Z",3
"2018-04-11T03:03:45.074Z",3
"2018-04-11T03:03:45.077Z",2
"2018-04-11T03:03:45.079Z",3
"2018-04-11T03:03:45.082Z",2
"2018-04-11T03:03:45.084Z",2
"2018-04-11T03:03:45.086Z",3
"2018-04-11T03:03:45.089Z",8
"2018-04-11T03:03:45.097Z",2
"2018-04-11T03:03:45.099Z",3
"2018-04-11T03:03:45.102Z",3
"2018-04-11T03:03:45.105Z",2
"2018-04-11T03:03:45.107Z",3
"2018-04-11T03:03:45.110Z",3
"2018-04-11T03:03:45.113Z",2
"2018-04-11T03:03:45.115Z",3
"2018-04-11T03:03:45.118Z",3
"2018-04-11T03:03:45.121Z",2
"2018-04-11T03:03:45.123Z",3
"2018-04-11T03:03:45.126Z",2
"2018-04-11T03:03:45.128Z",3
"2018-04-11T03:03:45.131Z",3
"2018-04-11T03:03:45.134Z",3
"2018-04-11T03:03:45.137Z",3
"2018-04-11T03:03:45.140Z",2
"2018-04-11T03:03:45.142Z",2
"2018-04-11T03:03:45.144Z",2
"2018-04-11T03:03:45.146Z",3
"2018-04-11T03:03:45.149Z",3
"2018-04-11T03:03:45.152Z",2
"2018-04-11T03:03:45.154Z",2
"2018-04-11T03:03:45.156Z",2
"2018-04-11T03:03:45.158Z",2
"2018-04-11T03:03:45.160Z",2
"2018-04-11T03:03:45.162Z",3
"2018-04-11T03:03:45.165Z",2
"2018-04-11T03:03:45.167Z",2
"2018-04-11T03:03:45.169Z",3
"2018-04-11T03:03:45.172Z",2
"2018-04-11T03:03:45.174Z",3
"2018-04-11T03:03:45.177Z",2
"2018-04-11T03:03:45.179Z",3
"2018-04-11T03:03:45.182Z",10
"2018-04-11T03:03:45.192Z",3
"2018-04-11T03:03:45.195Z",3
"2018-04-11T03:03:45.198Z",3
"2018-04-11T03:03:45.201Z",3
"2018-04-11T03:03:45.204Z",3
"2018-04-11T03:03:45.207Z",4
"2018-04-11T03:03:45.211Z",3
"2018-04-11T03:03:45.214Z",4
"2018-04-11T03:03:45.218Z",3
"2018-04-11T03:03:45.221Z",3
"2018-04-11T03:03:45.224Z",4
"2018-04-11T03:03:45.228Z",4
"2018-04-11T03:03:45.232Z",4
"2018-04-11T03:03:45.236Z",3
"2018-04-11T03:03:45.239Z",4
"2018-04-11T03:03:45.243Z",3
"2018-04-11T03:03:45.246Z",4
"2018-04-11T03:03:45.250Z",4
"2018-04-11T03:03:45.254Z",3
"2018-04-11T03:03:45.258Z",3
"2018-04-11T03:03:45.261Z",3
"2018-04-11T03:03:45.264Z",4
"2018-04-11T03:03:45.268Z",10
"2018-04-11T03:03:45.278Z",4
"2018-04-11T03:03:45.282Z",4
"2018-04-11T03:03:45.286Z",3
"2018-04-11T03:03:45.289Z",5
"2018-04-11T03:03:45.294Z",4
"2018-04-11T03:03:45.298Z",4
"2018-04-11T03:03:45.302Z",3
"2018-04-11T03:03:45.305Z",3
"2018-04-11T03:03:45.308Z",3
"2018-04-11T03:03:45.311Z",4
"2018-04-11T03:03:45.315Z",3
"2018-04-11T03:03:45.318Z",3
"2018-04-11T03:03:45.321Z",4
"2018-04-11T03:03:45.325Z",4
"2018-04-11T03:03:45.329Z",4
"2018-04-11T03:03:45.333Z",4
"2018-04-11T03:03:45.337Z",4
"2018-04-11T03:03:45.341Z",3
"2018-04-11T03:03:45.344Z",2
"2018-04-11T03:03:45.346Z",3
"2018-04-11T03:03:45.349Z",3
"2018-04-11T03:03:45.352Z",3
"2018-04-11T03:03:45.355Z",3
"2018-04-11T03:03:45.358Z",4
"2018-04-11T03:03:45.362Z",4
"2018-04-11T03:03:45.366Z",3
"2018-04-11T03:03:45.369Z",3
"2018-04-11T03:03:45.372Z",2
"2018-04-11T03:03:45.374Z",2
"2018-04-11T03:03:45.376Z",2
"2018-04-11T03:03:45.378Z",3
"2018-04-11T03:03:45.381Z",2
"2018-04-11T03:03:45.383Z",2
"2018-04-11T03:03:45.385Z",3
"2018-04-11T03:03:45.388Z",2
"2018-04-11T03:03:45.390Z",3
"2018-04-11T03:03:45.393Z",2
"2018-04-11T03:03:45.395Z",2
"2018-04-11T03:03:45.397Z",10
"2018-04-11T03:03:45.407Z",2
"2018-04-11T03:03:45.409Z",3
"2018-04-11T03:03:45.412Z",3
"2018-04-11T03:03:45.415Z",2
"2018-04-11T03:03:45.417Z",3
"2018-04-11T03:03:45.420Z",4
"2018-04-11T03:03:45.424Z",3
"2018-04-11T03:03:45.427Z",3
"2018-04-11T03:03:45.430Z",7
"2018-04-11T03:03:45.437Z",3
"2018-04-11T03:03:45.440Z",2
"2018-04-11T03:03:45.442Z",3
"2018-04-11T03:03:45.445Z",2
"2018-04-11T03:03:45.447Z",3
"2018-04-11T03:03:45.450Z",2
"2018-04-11T03:03:45.452Z",2
"2018-04-11T03:03:45.454Z",2
"2018-04-11T03:03:45.456Z",3
"2018-04-11T03:03:45.459Z",2
"2018-04-11T03:03:45.461Z",2
"2018-04-11T03:03:45.463Z",2
"2018-04-11T03:03:45.465Z",3
"2018-04-11T03:03:45.468Z",2
"2018-04-11T03:03:45.470Z",3
"2018-04-11T03:03:45.473Z",2
"2018-04-11T03:03:45.475Z",2
"2018-04-11T03:03:45.477Z",2
"2018-04-11T03:03:45.479Z",3
"2018-04-11T03:03:45.482Z",2
"2018-04-11T03:03:45.484Z",3
"2018-04-11T03:03:45.487Z",3
"2018-04-11T03:03:45.490Z",3
"2018-04-11T03:03:45.493Z",3
"2018-04-11T03:03:45.496Z",3
"2018-04-11T03:03:45.499Z",3
"2018-04-11T03:03:45.502Z",3
"2018-04-11T03:03:45.505Z",3
"2018-04-11T03:03:45.508Z",3
"2018-04-11T03:03:45.511Z",3
"2018-04-11T03:03:45.514Z",3
"2018-04-11T03:03:45.517Z",3
"2018-04-11T03:03:45.520Z",3
"2018-04-11T03:03:45.523Z",3
"2018-04-11T03:03:45.526Z",3
"2018-04-11T03:03:45.529Z",2
"2018-04-11T03:03:45.531Z",3
"2018-04-11T03:03:45.534Z",3
"2018-04-11T03:03:45.537Z",2
"2018-04-11T03:03:45.539Z",3
"2018-04-11T03:03:45.542Z",4
"2018-04-11T03:03:45.546Z",2
"2018-04-11T03:03:45.548Z",3
"2018-04-11T03:03:45.551Z",3
"2018-04-11T03:03:45.554Z",2
"2018-04-11T03:03:45.556Z",17
"2018-04-11T03:03:45.573Z",5
"2018-04-11T03:03:45.578Z",9
"2018-04-11T03:03:45.587Z",3
"2018-04-11T03:03:45.590Z",3
"2018-04-11T03:03:45.593Z",5
"2018-04-11T03:03:45.598Z",2
"2018-04-11T03:03:45.600Z",3
"2018-04-11T03:03:45.603Z",8
"2018-04-11T03:03:45.611Z",11
"2018-04-11T03:03:45.622Z",3
"2018-04-11T03:03:45.625Z",4
"2018-04-11T03:03:45.629Z",3
"2018-04-11T03:03:45.632Z",3
"2018-04-11T03:03:45.635Z",3
"2018-04-11T03:03:45.638Z",3
"2018-04-11T03:03:45.641Z",3
"2018-04-11T03:03:45.644Z",3
"2018-04-11T03:03:45.647Z",3
"2018-04-11T03:03:45.650Z",3
"2018-04-11T03:03:45.653Z",2
"2018-04-11T03:03:45.655Z",3
"2018-04-11T03:03:45.658Z",2
"2018-04-11T03:03:45.660Z",3
"2018-04-11T03:03:45.663Z",8
"2018-04-11T03:03:45.671Z",3
"2018-04-11T03:03:45.674Z",3
"2018-04-11T03:03:45.677Z",5
"2018-04-11T03:03:45.682Z",3
"2018-04-11T03:03:45.685Z",3
"2018-04-11T03:03:45.688Z",2
"2018-04-11T03:03:45.690Z",3
"2018-04-11T03:03:45.693Z",3
"2018-04-11T03:03:45.696Z",3
"2018-04-11T03:03:45.699Z",3
"2018-04-11T03:03:45.702Z",2
"2018-04-11T03:03:45.704Z",2
"2018-04-11T03:03:45.706Z",3
"2018-04-11T03:03:45.709Z",2
"2018-04-11T03:03:45.711Z",3
"2018-04-11T03:03:45.714Z",3
"2018-04-11T03:03:45.717Z",2
"2018-04-11T03:03:45.719Z",4
"2018-04-11T03:03:45.723Z",2
"2018-04-11T03:03:45.725Z",3
"2018-04-11T03:03:45.728Z",2
"2018-04-11T03:03:45.730Z",3
"2018-04-11T03:03:45.733Z",6
"2018-04-11T03:03:45.739Z",4
"2018-04-11T03:03:45.743Z",2
"2018-04-11T03:03:45.745Z",4
"2018-04-11T03:03:45.749Z",3
"2018-04-11T03:03:45.752Z",3
"2018-04-11T03:03:45.755Z",3
"2018-04-11T03:03:45.758Z",3
"2018-04-11T03:03:45.761Z",10
"2018-04-11T03:03:45.771Z",2
"2018-04-11T03:03:45.773Z",2
"2018-04-11T03:03:45.776Z",2
"2018-04-11T03:03:45.778Z",2
"2018-04-11T03:03:45.780Z",3
"2018-04-11T03:03:45.783Z",2
"2018-04-11T03:03:45.785Z",2
"2018-04-11T03:03:45.787Z",2
"2018-04-11T03:03:45.789Z",2
"2018-04-11T03:03:45.791Z",2
"2018-04-11T03:03:45.793Z",2
"2018-04-11T03:03:45.795Z",1
"2018-04-11T03:03:45.796Z",2
"2018-04-11T03:03:45.798Z",4
"2018-04-11T03:03:45.802Z",2
"2018-04-11T03:03:45.804Z",2
"2018-04-11T03:03:45.806Z",2
"2018-04-11T03:03:45.808Z",2
"2018-04-11T03:03:45.810Z",2
"2018-04-11T03:03:45.812Z",2
"2018-04-11T03:03:45.814Z",9
"2018-04-11T03:03:45.823Z",2
"2018-04-11T03:03:45.825Z",2
"2018-04-11T03:03:45.827Z",3
"2018-04-11T03:03:45.830Z",2
"2018-04-11T03:03:45.832Z",2
"2018-04-11T03:03:45.834Z",2
"2018-04-11T03:03:45.836Z",2
"2018-04-11T03:03:45.838Z",2
"2018-04-11T03:03:45.840Z",2
"2018-04-11T03:03:45.842Z",2
"2018-04-11T03:03:45.844Z",2
"2018-04-11T03:03:45.846Z",3
"2018-04-11T03:03:45.849Z",2
"2018-04-11T03:03:45.851Z",2
"2018-04-11T03:03:45.853Z",1
"2018-04-11T03:03:45.854Z",2
"2018-04-11T03:03:45.856Z",2
"2018-04-11T03:03:45.858Z",2
"2018-04-11T03:03:45.860Z",2
"2018-04-11T03:03:45.862Z",2
"2018-04-11T03:03:45.864Z",2
"2018-04-11T03:03:45.866Z",2
"2018-04-11T03:03:45.868Z",2
"2018-04-11T03:03:45.870Z",2
"2018-04-11T03:03:45.872Z",2
"2018-04-11T03:03:45.874Z",2
"2018-04-11T03:03:45.876Z",2
"2018-04-11T03:03:45.878Z",2
"2018-04-11T03:03:45.880Z",2
"2018-04-11T03:03:45.882Z",3
"2018-04-11T03:03:45.885Z",3
"2018-04-11T03:03:45.888Z",2
"2018-04-11T03:03:45.890Z",3
"2018-04-11T03:03:45.893Z",3
"2018-04-11T03:03:45.896Z",3
"2018-04-11T03:03:45.899Z",3
"2018-04-11T03:03:45.902Z",3
"2018-04-11T03:03:45.905Z",3
"2018-04-11T03:03:45.908Z",3
"2018-04-11T03:03:45.911Z",4
"2018-04-11T03:03:45.915Z",3
"2018-04-11T03:03:45.918Z",3
"2018-04-11T03:03:45.921Z",3
"2018-04-11T03:03:45.924Z",4
"2018-04-11T03:03:45.928Z",2
"2018-04-11T03:03:45.930Z",3
"2018-04-11T03:03:45.933Z",3
"2018-04-11T03:03:45.936Z",3
"2018-04-11T03:03:45.939Z",3
"2018-04-11T03:03:45.942Z",2
"2018-04-11T03:03:45.944Z",3
"2018-04-11T03:03:45.947Z",3
"2018-04-11T03:03:45.950Z",4
"2018-04-11T03:03:45.954Z",2
"2018-04-11T03:03:45.956Z",3
"2018-04-11T03:03:45.959Z",3
"2018-04-11T03:03:45.962Z",3
"2018-04-11T03:03:45.965Z",3
"2018-04-11T03:03:45.968Z",3
"2018-04-11T03:03:45.971Z",2
"2018-04-11T03:03:45.973Z",3
"2018-04-11T03:03:45.976Z",3
"2018-04-11T03:03:45.979Z",2
"2018-04-11T03:03:45.981Z",3
"2018-04-11T03:03:45.984Z",2
"2018-04-11T03:03:45.986Z",3
"2018-04-11T03:03:45.989Z",3
"2018-04-11T03:03:45.992Z",2
"2018-04-11T03:03:45.994Z",3
"2018-04-11T03:03:45.997Z",2
"2018-04-11T03:03:45.999Z",20
"2018-04-11T03:03:46.019Z",3
"2018-04-11T03:03:46.022Z",3
"2018-04-11T03:03:46.025Z",3
"2018-04-11T03:03:46.028Z",2
"2018-04-11T03:03:46.030Z",4
"2018-04-11T03:03:46.034Z",3
"2018-04-11T03:03:46.037Z",3
"2018-04-11T03:03:46.040Z",2
"2018-04-11T03:03:46.042Z",2
"2018-04-11T03:03:46.044Z",3
"2018-04-11T03:03:46.047Z",3
"2018-04-11T03:03:46.050Z",2
"2018-04-11T03:03:46.052Z",4
"2018-04-11T03:03:46.056Z",2
"2018-04-11T03:03:46.058Z",2
"2018-04-11T03:03:46.060Z",3
"2018-04-11T03:03:46.063Z",3
"2018-04-11T03:03:46.066Z",3
"2018-04-11T03:03:46.069Z",5
"2018-04-11T03:03:46.074Z",4
"2018-04-11T03:03:46.078Z",3
"2018-04-11T03:03:46.081Z",2
"2018-04-11T03:03:46.083Z",3
"2018-04-11T03:03:46.086Z",3
"2018-04-11T03:03:46.089Z",2
"2018-04-11T03:03:46.091Z",3
"2018-04-11T03:03:46.094Z",3
"2018-04-11T03:03:46.097Z",2
"2018-04-11T03:03:46.099Z",3
"2018-04-11T03:03:46.102Z",3
"2018-04-11T03:03:46.105Z",2
"2018-04-11T03:03:46.107Z",3
"2018-04-11T03:03:46.110Z",2
"2018-04-11T03:03:46.112Z",3
"2018-04-11T03:03:46.115Z",3
"2018-04-11T03:03:46.118Z",2
"2018-04-11T03:03:46.120Z",3
"2018-04-11T03:03:46.123Z",2
"2018-04-11T03:03:46.125Z",3
"2018-04-11T03:03:46.128Z",3
"2018-04-11T03:03:46.131Z",3
"2018-04-11T03:03:46.134Z",3
"2018-04-11T03:03:46.137Z",3
"2018-04-11T03:03:46.140Z",2
"2018-04-11T03:03:46.142Z",3
"2018-04-11T03:03:46.145Z",3
"2018-04-11T03:03:46.148Z",2
"2018-04-11T03:03:46.150Z",3
"2018-04-11T03:03:46.153Z",2
"2018-04-11T03:03:46.155Z",3
"2018-04-11T03:03:46.158Z",7
"2018-04-11T03:03:46.165Z",3
"2018-04-11T03:03:46.168Z",3
"2018-04-11T03:03:46.171Z",7
"2018-04-11T03:03:46.178Z",3
"2018-04-11T03:03:46.181Z",2
"2018-04-11T03:03:46.183Z",3
"2018-04-11T03:03:46.186Z",2
"2018-04-11T03:03:46.188Z",2
"2018-04-11T03:03:46.190Z",2
"2018-04-11T03:03:46.192Z",3
"2018-04-11T03:03:46.195Z",2
"2018-04-11T03:03:46.197Z",2
"2018-04-11T03:03:46.199Z",2
"2018-04-11T03:03:46.201Z",2
"2018-04-11T03:03:46.203Z",2
"2018-04-11T03:03:46.205Z",2
"2018-04-11T03:03:46.207Z",2
"2018-04-11T03:03:46.209Z",3
"2018-04-11T03:03:46.212Z",2
"2018-04-11T03:03:46.214Z",2
"2018-04-11T03:03:46.216Z",2
"2018-04-11T03:03:46.218Z",2
"2018-04-11T03:03:46.220Z",2
"2018-04-11T03:03:46.222Z",2
"2018-04-11T03:03:46.224Z",3
"2018-04-11T03:03:46.227Z",2
"2018-04-11T03:03:46.229Z",2
"2018-04-11T03:03:46.231Z",2
"2018-04-11T03:03:46.233Z",3
"2018-04-11T03:03:46.236Z",2
"2018-04-11T03:03:46.238Z",2
"2018-04-11T03:03:46.240Z",2
"2018-04-11T03:03:46.242Z",2
"2018-04-11T03:03:46.244Z",2
"2018-04-11T03:03:46.246Z",2
"2018-04-11T03:03:46.248Z",2
"2018-04-11T03:03:46.250Z",2
"2018-04-11T03:03:46.252Z",2
"2018-04-11T03:03:46.254Z",3
"2018-04-11T03:03:46.257Z",2
"2018-04-11T03:03:46.259Z",2
"2018-04-11T03:03:46.261Z",2
"2018-04-11T03:03:46.263Z",2
"2018-04-11T03:03:46.265Z",3
"2018-04-11T03:03:46.268Z",2
"2018-04-11T03:03:46.270Z",2
"2018-04-11T03:03:46.272Z",2
"2018-04-11T03:03:46.274Z",2
"2018-04-11T03:03:46.276Z",2
"2018-04-11T03:03:46.278Z",2
"2018-04-11T03:03:46.280Z",3
"2018-04-11T03:03:46.283Z",2
"2018-04-11T03:03:46.285Z",2
"2018-04-11T03:03:46.287Z",3
"2018-04-11T03:03:46.290Z",3
"2018-04-11T03:03:46.293Z",3
"2018-04-11T03:03:46.296Z",3
"2018-04-11T03:03:46.299Z",3
"2018-04-11T03:03:46.302Z",2
"2018-04-11T03:03:46.304Z",3
"2018-04-11T03:03:46.307Z",2
"2018-04-11T03:03:46.309Z",3
"2018-04-11T03:03:46.312Z",3
"2018-04-11T03:03:46.315Z",3
"2018-04-11T03:03:46.318Z",3
"2018-04-11T03:03:46.321Z",3
"2018-04-11T03:03:46.324Z",3
"2018-04-11T03:03:46.327Z",3
"2018-04-11T03:03:46.330Z",2
"2018-04-11T03:03:46.332Z",3
"2018-04-11T03:03:46.335Z",2
"2018-04-11T03:03:46.337Z",3
"2018-04-11T03:03:46.340Z",2
"2018-04-11T03:03:46.342Z",3
"2018-04-11T03:03:46.345Z",3
"2018-04-11T03:03:46.348Z",2
"2018-04-11T03:03:46.350Z",3
"2018-04-11T03:03:46.353Z",2
"2018-04-11T03:03:46.355Z",3
"2018-04-11T03:03:46.358Z",4
"2018-04-11T03:03:46.362Z",3
"2018-04-11T03:03:46.365Z",3
"2018-04-11T03:03:46.368Z",2
"2018-04-11T03:03:46.370Z",3
"2018-04-11T03:03:46.373Z",3
"2018-04-11T03:03:46.376Z",2
"2018-04-11T03:03:46.378Z",3
"2018-04-11T03:03:46.381Z",2
"2018-04-11T03:03:46.383Z",2
"2018-04-11T03:03:46.385Z",3
"2018-04-11T03:03:46.388Z",2
"2018-04-11T03:03:46.390Z",3
"2018-04-11T03:03:46.393Z",2
"2018-04-11T03:03:46.395Z",3
"2018-04-11T03:03:46.398Z",3
"2018-04-11T03:03:46.401Z",3
"2018-04-11T03:03:46.404Z",3
"2018-04-11T03:03:46.407Z",2
"2018-04-11T03:03:46.409Z",3
"2018-04-11T03:03:46.412Z",2
"2018-04-11T03:03:46.414Z",4
"2018-04-11T03:03:46.418Z",3
"2018-04-11T03:03:46.421Z",3
"2018-04-11T03:03:46.424Z",2
"2018-04-11T03:03:46.426Z",3
"2018-04-11T03:03:46.429Z",3
"2018-04-11T03:03:46.432Z",2
"2018-04-11T03:03:46.434Z",3
"2018-04-11T03:03:46.437Z",3
"2018-04-11T03:03:46.440Z",3
"2018-04-11T03:03:46.443Z",3
"2018-04-11T03:03:46.446Z",2
"2018-04-11T03:03:46.448Z",3
"2018-04-11T03:03:46.451Z",3
"2018-04-11T03:03:46.454Z",6
"2018-04-11T03:03:46.460Z",2
"2018-04-11T03:03:46.462Z",3
"2018-04-11T03:03:46.465Z",3
"2018-04-11T03:03:46.468Z",3
"2018-04-11T03:03:46.471Z",2
"2018-04-11T03:03:46.473Z",2
"2018-04-11T03:03:46.475Z",2
"2018-04-11T03:03:46.477Z",3
"2018-04-11T03:03:46.480Z",2
"2018-04-11T03:03:46.482Z",2
"2018-04-11T03:03:46.484Z",2
"2018-04-11T03:03:46.486Z",2
"2018-04-11T03:03:46.488Z",2
"2018-04-11T03:03:46.491Z",2
"2018-04-11T03:03:46.493Z",2
"2018-04-11T03:03:46.495Z",1
"2018-04-11T03:03:46.496Z",2
"2018-04-11T03:03:46.498Z",2
"2018-04-11T03:03:46.500Z",2
"2018-04-11T03:03:46.502Z",3
"2018-04-11T03:03:46.505Z",2
"2018-04-11T03:03:46.507Z",2
"2018-04-11T03:03:46.509Z",2
"2018-04-11T03:03:46.511Z",2
"2018-04-11T03:03:46.513Z",2
"2018-04-11T03:03:46.515Z",2
"2018-04-11T03:03:46.517Z",2
"2018-04-11T03:03:46.519Z",2
"2018-04-11T03:03:46.521Z",3
"2018-04-11T03:03:46.524Z",2
"2018-04-11T03:03:46.526Z",2
"2018-04-11T03:03:46.528Z",2
"2018-04-11T03:03:46.530Z",2
"2018-04-11T03:03:46.532Z",2
"2018-04-11T03:03:46.534Z",2
"2018-04-11T03:03:46.536Z",3
"2018-04-11T03:03:46.539Z",2
"2018-04-11T03:03:46.541Z",2
"2018-04-11T03:03:46.543Z",2
"2018-04-11T03:03:46.545Z",2
"2018-04-11T03:03:46.547Z",2
"2018-04-11T03:03:46.549Z",3
"2018-04-11T03:03:46.552Z",2
"2018-04-11T03:03:46.554Z",8
"2018-04-11T03:03:46.562Z",3
"2018-04-11T03:03:46.565Z",2
"2018-04-11T03:03:46.567Z",3
"2018-04-11T03:03:46.570Z",2
"2018-04-11T03:03:46.572Z",2
"2018-04-11T03:03:46.574Z",2
"2018-04-11T03:03:46.576Z",2
"2018-04-11T03:03:46.578Z",2
"2018-04-11T03:03:46.580Z",2
"2018-04-11T03:03:46.582Z",2
"2018-04-11T03:03:46.584Z",2
"2018-04-11T03:03:46.586Z",3
"2018-04-11T03:03:46.589Z",2
"2018-04-11T03:03:46.591Z",3
"2018-04-11T03:03:46.594Z",2
"2018-04-11T03:03:46.596Z",3
"2018-04-11T03:03:46.599Z",3
"2018-04-11T03:03:46.602Z",3
"2018-04-11T03:03:46.605Z",3
"2018-04-11T03:03:46.608Z",3
"2018-04-11T03:03:46.611Z",2
"2018-04-11T03:03:46.613Z",3
"2018-04-11T03:03:46.616Z",2
"2018-04-11T03:03:46.618Z",3
"2018-04-11T03:03:46.621Z",2
"2018-04-11T03:03:46.623Z",3
"2018-04-11T03:03:46.626Z",2
"2018-04-11T03:03:46.628Z",3
"2018-04-11T03:03:46.631Z",2
"2018-04-11T03:03:46.633Z",3
"2018-04-11T03:03:46.636Z",2
"2018-04-11T03:03:46.638Z",4
"2018-04-11T03:03:46.642Z",3
"2018-04-11T03:03:46.645Z",3
"2018-04-11T03:03:46.648Z",2
"2018-04-11T03:03:46.650Z",3
"2018-04-11T03:03:46.653Z",2
"2018-04-11T03:03:46.655Z",2
"2018-04-11T03:03:46.657Z",2
"2018-04-11T03:03:46.659Z",3
"2018-04-11T03:03:46.662Z",2
"2018-04-11T03:03:46.664Z",2
"2018-04-11T03:03:46.666Z",4
"2018-04-11T03:03:46.670Z",2
"2018-04-11T03:03:46.672Z",2
"2018-04-11T03:03:46.674Z",3
"2018-04-11T03:03:46.677Z",2
"2018-04-11T03:03:46.679Z",2
"2018-04-11T03:03:46.681Z",3
"2018-04-11T03:03:46.684Z",2
"2018-04-11T03:03:46.686Z",2
"2018-04-11T03:03:46.688Z",3
"2018-04-11T03:03:46.691Z",2
"2018-04-11T03:03:46.693Z",2
"2018-04-11T03:03:46.695Z",3
"2018-04-11T03:03:46.698Z",2
"2018-04-11T03:03:46.700Z",2
"2018-04-11T03:03:46.702Z",3
"2018-04-11T03:03:46.705Z",2
"2018-04-11T03:03:46.707Z",3
"2018-04-11T03:03:46.710Z",2
"2018-04-11T03:03:46.712Z",3
"2018-04-11T03:03:46.715Z",2
"2018-04-11T03:03:46.717Z",2
"2018-04-11T03:03:46.719Z",2
"2018-04-11T03:03:46.721Z",2
"2018-04-11T03:03:46.723Z",3
"2018-04-11T03:03:46.726Z",2
"2018-04-11T03:03:46.728Z",2
"2018-04-11T03:03:46.730Z",2
"2018-04-11T03:03:46.732Z",2
"2018-04-11T03:03:46.734Z",3
"2018-04-11T03:03:46.737Z",2
"2018-04-11T03:03:46.739Z",2
"2018-04-11T03:03:46.741Z",2
"2018-04-11T03:03:46.743Z",3
"2018-04-11T03:03:46.746Z",2
"2018-04-11T03:03:46.748Z",2
"2018-04-11T03:03:46.750Z",4
"2018-04-11T03:03:46.754Z",3
"2018-04-11T03:03:46.757Z",3
"2018-04-11T03:03:46.760Z",2
"2018-04-11T03:03:46.762Z",3
"2018-04-11T03:03:46.765Z",2
"2018-04-11T03:03:46.767Z",2
"2018-04-11T03:03:46.769Z",3
"2018-04-11T03:03:46.772Z",2
"2018-04-11T03:03:46.774Z",3
"2018-04-11T03:03:46.777Z",2
"2018-04-11T03:03:46.779Z",3
"2018-04-11T03:03:46.782Z",2
"2018-04-11T03:03:46.784Z",3
"2018-04-11T03:03:46.787Z",2
"2018-04-11T03:03:46.789Z",2
"2018-04-11T03:03:46.791Z",3
"2018-04-11T03:03:46.794Z",2
"2018-04-11T03:03:46.796Z",4
"2018-04-11T03:03:46.800Z",3
"2018-04-11T03:03:46.803Z",2
"2018-04-11T03:03:46.805Z",3
"2018-04-11T03:03:46.808Z",2
"2018-04-11T03:03:46.810Z",2
"2018-04-11T03:03:46.812Z",2
"2018-04-11T03:03:46.814Z",3
"2018-04-11T03:03:46.817Z",2
"2018-04-11T03:03:46.819Z",2
"2018-04-11T03:03:46.821Z",3
"2018-04-11T03:03:46.824Z",2
"2018-04-11T03:03:46.826Z",3
"2018-04-11T03:03:46.829Z",2
"2018-04-11T03:03:46.831Z",2
"2018-04-11T03:03:46.833Z",2
"2018-04-11T03:03:46.835Z",3
"2018-04-11T03:03:46.838Z",2
"2018-04-11T03:03:46.840Z",2
"2018-04-11T03:03:46.842Z",3
"2018-04-11T03:03:46.845Z",2
"2018-04-11T03:03:46.847Z",5
"2018-04-11T03:03:46.852Z",2
"2018-04-11T03:03:46.854Z",3
"2018-04-11T03:03:46.857Z",2
"2018-04-11T03:03:46.859Z",2
"2018-04-11T03:03:46.861Z",2
"2018-04-11T03:03:46.863Z",2
"2018-04-11T03:03:46.865Z",2
