data,tempo resposta
"2018-04-11T03:03:46.867Z",4
"2018-04-11T03:03:46.871Z",2
"2018-04-11T03:03:46.873Z",2
"2018-04-11T03:03:46.875Z",2
"2018-04-11T03:03:46.877Z",2
"2018-04-11T03:03:46.879Z",1
"2018-04-11T03:03:46.880Z",2
"2018-04-11T03:03:46.882Z",2
"2018-04-11T03:03:46.884Z",1
"2018-04-11T03:03:46.885Z",2
"2018-04-11T03:03:46.887Z",2
"2018-04-11T03:03:46.889Z",2
"2018-04-11T03:03:46.891Z",1
"2018-04-11T03:03:46.892Z",2
"2018-04-11T03:03:46.894Z",2
"2018-04-11T03:03:46.896Z",2
"2018-04-11T03:03:46.898Z",3
"2018-04-11T03:03:46.901Z",3
"2018-04-11T03:03:46.904Z",2
"2018-04-11T03:03:46.906Z",3
"2018-04-11T03:03:46.909Z",2
"2018-04-11T03:03:46.911Z",2
"2018-04-11T03:03:46.913Z",1
"2018-04-11T03:03:46.914Z",2
"2018-04-11T03:03:46.916Z",2
"2018-04-11T03:03:46.918Z",2
"2018-04-11T03:03:46.920Z",2
"2018-04-11T03:03:46.922Z",1
"2018-04-11T03:03:46.923Z",2
"2018-04-11T03:03:46.925Z",2
"2018-04-11T03:03:46.927Z",3
"2018-04-11T03:03:46.930Z",1
"2018-04-11T03:03:46.931Z",2
"2018-04-11T03:03:46.933Z",2
"2018-04-11T03:03:46.935Z",2
"2018-04-11T03:03:46.937Z",1
"2018-04-11T03:03:46.938Z",3
"2018-04-11T03:03:46.941Z",2
"2018-04-11T03:03:46.943Z",2
"2018-04-11T03:03:46.945Z",1
"2018-04-11T03:03:46.946Z",2
"2018-04-11T03:03:46.948Z",2
"2018-04-11T03:03:46.950Z",2
"2018-04-11T03:03:46.952Z",2
"2018-04-11T03:03:46.954Z",2
"2018-04-11T03:03:46.956Z",2
"2018-04-11T03:03:46.958Z",2
"2018-04-11T03:03:46.960Z",1
"2018-04-11T03:03:46.961Z",2
"2018-04-11T03:03:46.963Z",2
"2018-04-11T03:03:46.965Z",2
"2018-04-11T03:03:46.967Z",2
"2018-04-11T03:03:46.969Z",2
"2018-04-11T03:03:46.971Z",2
"2018-04-11T03:03:46.973Z",3
"2018-04-11T03:03:46.976Z",2
"2018-04-11T03:03:46.978Z",1
"2018-04-11T03:03:46.979Z",2
"2018-04-11T03:03:46.981Z",2
"2018-04-11T03:03:46.983Z",2
"2018-04-11T03:03:46.985Z",2
"2018-04-11T03:03:46.987Z",3
"2018-04-11T03:03:46.990Z",3
"2018-04-11T03:03:46.993Z",2
"2018-04-11T03:03:46.995Z",4
"2018-04-11T03:03:46.999Z",2
"2018-04-11T03:03:47.001Z",3
"2018-04-11T03:03:47.004Z",3
"2018-04-11T03:03:47.007Z",3
"2018-04-11T03:03:47.010Z",3
"2018-04-11T03:03:47.013Z",4
"2018-04-11T03:03:47.017Z",3
"2018-04-11T03:03:47.020Z",4
"2018-04-11T03:03:47.024Z",4
"2018-04-11T03:03:47.028Z",3
"2018-04-11T03:03:47.031Z",2
"2018-04-11T03:03:47.033Z",4
"2018-04-11T03:03:47.037Z",2
"2018-04-11T03:03:47.039Z",3
"2018-04-11T03:03:47.042Z",2
"2018-04-11T03:03:47.044Z",3
"2018-04-11T03:03:47.047Z",3
"2018-04-11T03:03:47.050Z",3
"2018-04-11T03:03:47.053Z",3
"2018-04-11T03:03:47.056Z",3
"2018-04-11T03:03:47.059Z",5
"2018-04-11T03:03:47.064Z",4
"2018-04-11T03:03:47.068Z",3
"2018-04-11T03:03:47.071Z",4
"2018-04-11T03:03:47.075Z",5
"2018-04-11T03:03:47.080Z",4
"2018-04-11T03:03:47.084Z",11
"2018-04-11T03:03:47.095Z",3
"2018-04-11T03:03:47.098Z",4
"2018-04-11T03:03:47.102Z",6
"2018-04-11T03:03:47.108Z",4
"2018-04-11T03:03:47.112Z",4
"2018-04-11T03:03:47.116Z",4
"2018-04-11T03:03:47.120Z",8
"2018-04-11T03:03:47.128Z",4
"2018-04-11T03:03:47.132Z",4
"2018-04-11T03:03:47.136Z",4
"2018-04-11T03:03:47.140Z",4
"2018-04-11T03:03:47.144Z",3
"2018-04-11T03:03:47.147Z",4
"2018-04-11T03:03:47.151Z",3
"2018-04-11T03:03:47.154Z",4
"2018-04-11T03:03:47.158Z",3
"2018-04-11T03:03:47.161Z",4
"2018-04-11T03:03:47.165Z",4
"2018-04-11T03:03:47.169Z",4
"2018-04-11T03:03:47.174Z",4
"2018-04-11T03:03:47.178Z",4
"2018-04-11T03:03:47.182Z",4
"2018-04-11T03:03:47.186Z",4
"2018-04-11T03:03:47.190Z",4
"2018-04-11T03:03:47.194Z",3
"2018-04-11T03:03:47.197Z",3
"2018-04-11T03:03:47.200Z",3
"2018-04-11T03:03:47.203Z",2
"2018-04-11T03:03:47.205Z",3
"2018-04-11T03:03:47.208Z",3
"2018-04-11T03:03:47.211Z",2
"2018-04-11T03:03:47.213Z",4
"2018-04-11T03:03:47.217Z",3
"2018-04-11T03:03:47.220Z",4
"2018-04-11T03:03:47.224Z",4
"2018-04-11T03:03:47.228Z",4
"2018-04-11T03:03:47.232Z",4
"2018-04-11T03:03:47.236Z",4
"2018-04-11T03:03:47.240Z",4
"2018-04-11T03:03:47.244Z",4
"2018-04-11T03:03:47.248Z",4
"2018-04-11T03:03:47.252Z",4
"2018-04-11T03:03:47.256Z",4
"2018-04-11T03:03:47.260Z",4
"2018-04-11T03:03:47.264Z",3
"2018-04-11T03:03:47.267Z",3
"2018-04-11T03:03:47.270Z",2
"2018-04-11T03:03:47.272Z",3
"2018-04-11T03:03:47.275Z",3
"2018-04-11T03:03:47.278Z",2
"2018-04-11T03:03:47.280Z",3
"2018-04-11T03:03:47.283Z",3
"2018-04-11T03:03:47.286Z",5
"2018-04-11T03:03:47.291Z",2
"2018-04-11T03:03:47.293Z",3
"2018-04-11T03:03:47.296Z",2
"2018-04-11T03:03:47.298Z",2
"2018-04-11T03:03:47.300Z",2
"2018-04-11T03:03:47.302Z",3
"2018-04-11T03:03:47.305Z",2
"2018-04-11T03:03:47.307Z",2
"2018-04-11T03:03:47.309Z",2
"2018-04-11T03:03:47.311Z",2
"2018-04-11T03:03:47.313Z",2
"2018-04-11T03:03:47.315Z",2
"2018-04-11T03:03:47.317Z",2
"2018-04-11T03:03:47.319Z",2
"2018-04-11T03:03:47.321Z",2
"2018-04-11T03:03:47.323Z",3
"2018-04-11T03:03:47.326Z",2
"2018-04-11T03:03:47.328Z",2
"2018-04-11T03:03:47.330Z",3
"2018-04-11T03:03:47.333Z",2
"2018-04-11T03:03:47.335Z",2
"2018-04-11T03:03:47.337Z",2
"2018-04-11T03:03:47.339Z",3
"2018-04-11T03:03:47.342Z",2
"2018-04-11T03:03:47.344Z",2
"2018-04-11T03:03:47.346Z",3
"2018-04-11T03:03:47.349Z",2
"2018-04-11T03:03:47.351Z",2
"2018-04-11T03:03:47.353Z",2
"2018-04-11T03:03:47.355Z",2
"2018-04-11T03:03:47.357Z",2
"2018-04-11T03:03:47.359Z",3
"2018-04-11T03:03:47.362Z",2
"2018-04-11T03:03:47.364Z",2
"2018-04-11T03:03:47.366Z",2
"2018-04-11T03:03:47.368Z",2
"2018-04-11T03:03:47.370Z",2
"2018-04-11T03:03:47.372Z",2
"2018-04-11T03:03:47.374Z",3
"2018-04-11T03:03:47.377Z",2
"2018-04-11T03:03:47.379Z",2
"2018-04-11T03:03:47.381Z",2
"2018-04-11T03:03:47.383Z",3
"2018-04-11T03:03:47.386Z",3
"2018-04-11T03:03:47.389Z",2
"2018-04-11T03:03:47.391Z",3
"2018-04-11T03:03:47.394Z",3
"2018-04-11T03:03:47.397Z",3
"2018-04-11T03:03:47.400Z",3
"2018-04-11T03:03:47.403Z",3
"2018-04-11T03:03:47.406Z",3
"2018-04-11T03:03:47.409Z",3
"2018-04-11T03:03:47.412Z",3
"2018-04-11T03:03:47.415Z",4
"2018-04-11T03:03:47.419Z",3
"2018-04-11T03:03:47.422Z",31
"2018-04-11T03:03:47.454Z",4
"2018-04-11T03:03:47.458Z",3
"2018-04-11T03:03:47.462Z",4
"2018-04-11T03:03:47.466Z",3
"2018-04-11T03:03:47.469Z",4
"2018-04-11T03:03:47.473Z",3
"2018-04-11T03:03:47.476Z",3
"2018-04-11T03:03:47.479Z",3
"2018-04-11T03:03:47.482Z",3
"2018-04-11T03:03:47.485Z",4
"2018-04-11T03:03:47.489Z",3
"2018-04-11T03:03:47.492Z",2
"2018-04-11T03:03:47.494Z",4
"2018-04-11T03:03:47.498Z",4
"2018-04-11T03:03:47.502Z",3
"2018-04-11T03:03:47.505Z",4
"2018-04-11T03:03:47.509Z",4
"2018-04-11T03:03:47.513Z",3
"2018-04-11T03:03:47.516Z",4
"2018-04-11T03:03:47.520Z",3
"2018-04-11T03:03:47.523Z",2
"2018-04-11T03:03:47.526Z",2
"2018-04-11T03:03:47.528Z",3
"2018-04-11T03:03:47.531Z",2
"2018-04-11T03:03:47.533Z",3
"2018-04-11T03:03:47.536Z",3
"2018-04-11T03:03:47.539Z",2
"2018-04-11T03:03:47.541Z",3
"2018-04-11T03:03:47.544Z",2
"2018-04-11T03:03:47.546Z",3
"2018-04-11T03:03:47.549Z",3
"2018-04-11T03:03:47.552Z",3
"2018-04-11T03:03:47.555Z",2
"2018-04-11T03:03:47.557Z",4
"2018-04-11T03:03:47.561Z",2
"2018-04-11T03:03:47.563Z",3
"2018-04-11T03:03:47.566Z",3
"2018-04-11T03:03:47.569Z",3
"2018-04-11T03:03:47.572Z",3
"2018-04-11T03:03:47.575Z",2
"2018-04-11T03:03:47.577Z",2
"2018-04-11T03:03:47.579Z",2
"2018-04-11T03:03:47.581Z",2
"2018-04-11T03:03:47.583Z",2
"2018-04-11T03:03:47.585Z",2
"2018-04-11T03:03:47.587Z",2
"2018-04-11T03:03:47.589Z",2
"2018-04-11T03:03:47.591Z",2
"2018-04-11T03:03:47.593Z",2
"2018-04-11T03:03:47.595Z",2
"2018-04-11T03:03:47.597Z",3
"2018-04-11T03:03:47.600Z",2
"2018-04-11T03:03:47.602Z",3
"2018-04-11T03:03:47.605Z",2
"2018-04-11T03:03:47.607Z",2
"2018-04-11T03:03:47.609Z",3
"2018-04-11T03:03:47.612Z",3
"2018-04-11T03:03:47.615Z",2
"2018-04-11T03:03:47.617Z",2
"2018-04-11T03:03:47.619Z",3
"2018-04-11T03:03:47.622Z",3
"2018-04-11T03:03:47.625Z",3
"2018-04-11T03:03:47.628Z",3
"2018-04-11T03:03:47.631Z",3
"2018-04-11T03:03:47.634Z",3
"2018-04-11T03:03:47.637Z",2
"2018-04-11T03:03:47.639Z",3
"2018-04-11T03:03:47.642Z",3
"2018-04-11T03:03:47.645Z",2
"2018-04-11T03:03:47.647Z",3
"2018-04-11T03:03:47.650Z",4
"2018-04-11T03:03:47.654Z",2
"2018-04-11T03:03:47.656Z",3
"2018-04-11T03:03:47.659Z",2
"2018-04-11T03:03:47.661Z",3
"2018-04-11T03:03:47.664Z",2
"2018-04-11T03:03:47.666Z",7
"2018-04-11T03:03:47.673Z",2
"2018-04-11T03:03:47.675Z",3
"2018-04-11T03:03:47.678Z",4
"2018-04-11T03:03:47.682Z",4
"2018-04-11T03:03:47.686Z",6
"2018-04-11T03:03:47.692Z",4
"2018-04-11T03:03:47.696Z",4
"2018-04-11T03:03:47.700Z",3
"2018-04-11T03:03:47.703Z",4
"2018-04-11T03:03:47.707Z",6
"2018-04-11T03:03:47.713Z",4
"2018-04-11T03:03:47.717Z",3
"2018-04-11T03:03:47.720Z",3
"2018-04-11T03:03:47.723Z",4
"2018-04-11T03:03:47.727Z",3
"2018-04-11T03:03:47.730Z",4
"2018-04-11T03:03:47.734Z",4
"2018-04-11T03:03:47.738Z",2
"2018-04-11T03:03:47.740Z",3
"2018-04-11T03:03:47.743Z",2
"2018-04-11T03:03:47.745Z",2
"2018-04-11T03:03:47.747Z",2
"2018-04-11T03:03:47.749Z",2
